POSTCODE,STATE,STATE_CODE,AREA_TYPE,SA4_NAME_2021,SA4_CODE_2021,SA2_NAME_2021
7000,TAS,6,regional,Hobart,601,Hobart
7004,TAS,6,regional,Hobart,601,South Hobart - Fern Tree
7005,TAS,6,regional,Hobart,601,Sandy Bay
7007,TAS,6,regional,Hobart,601,Mount Nelson - Dynnyrne
7008,TAS,6,regional,Hobart,601,Lenah Valley - Mount Stuart
7009,TAS,6,regional,Hobart,601,Moonah
7010,TAS,6,regional,Hobart,601,Glenorchy
7011,TAS,6,regional,Hobart,601,Claremont (Tas.)
7012,TAS,6,regional,Hobart,601,Berriedale - Chigwell
7015,TAS,6,regional,Hobart,601,Lindisfarne - Rose Bay
7016,TAS,6,regional,Hobart,601,Risdon Vale
7017,TAS,6,regional,Hobart,601,Old Beach - Otago
7018,TAS,6,regional,Hobart,601,Howrah - Tranmere
7019,TAS,6,regional,Hobart,601,Rokeby
7020,TAS,6,regional,Hobart,601,South Arm
7021,TAS,6,regional,Hobart,601,Cambridge
7022,TAS,6,regional,Hobart,601,South Arm
7023,TAS,6,regional,Hobart,601,South Arm
7024,TAS,6,regional,Hobart,601,South Arm
7025,TAS,6,regional,Hobart,601,Sorell - Richmond
7026,TAS,6,regional,South East,603,Southern Midlands
7027,TAS,6,regional,South East,603,Southern Midlands
7030,TAS,6,regional,Hobart,601,Bridgewater - Gagebrook
7050,TAS,6,regional,Hobart,601,Kingston - Huntingfield
7052,TAS,6,regional,Hobart,601,Kingston Beach - Blackmans Bay
7053,TAS,6,regional,Hobart,601,Taroona - Bonnet Hill
7054,TAS,6,regional,Hobart,601,Margate - Snug
7055,TAS,6,regional,Hobart,601,Kingston - Huntingfield
7109,TAS,6,regional,South East,603,Huonville - Franklin
7112,TAS,6,regional,South East,603,Cygnet
7113,TAS,6,regional,South East,603,Huonville - Franklin
7116,TAS,6,regional,South East,603,Geeveston - Dover
7117,TAS,6,regional,South East,603,Geeveston - Dover
7119,TAS,6,regional,South East,603,Southern Midlands
7120,TAS,6,regional,South East,603,Southern Midlands
7139,TAS,6,regional,South East,603,Wilderness - East
7140,TAS,6,regional,Hobart,601,New Norfolk
7150,TAS,6,regional,South East,603,Bruny Island - Kettering
7155,TAS,6,regional,South East,603,Bruny Island - Kettering
7162,TAS,6,regional,South East,603,Bruny Island - Kettering
7163,TAS,6,regional,South East,603,Bruny Island - Kettering
7170,TAS,6,regional,Hobart,601,Cambridge
7171,TAS,6,regional,Hobart,601,Sorell - Richmond
7172,TAS,6,regional,Hobart,601,Sorell - Richmond
7173,TAS,6,regional,Hobart,601,Dodges Ferry - Lewisham
7174,TAS,6,regional,Hobart,601,Dodges Ferry - Lewisham
7175,TAS,6,regional,Hobart,601,Dodges Ferry - Lewisham
7176,TAS,6,regional,Hobart,601,Dodges Ferry - Lewisham
7177,TAS,6,regional,Hobart,601,Dodges Ferry - Lewisham
7178,TAS,6,regional,South East,603,Forestier - Tasman
7179,TAS,6,regional,South East,603,Forestier - Tasman
7180,TAS,6,regional,South East,603,Forestier - Tasman
7182,TAS,6,regional,South East,603,Forestier - Tasman
7183,TAS,6,regional,South East,603,Forestier - Tasman
7184,TAS,6,regional,South East,603,Forestier - Tasman
7185,TAS,6,regional,South East,603,Forestier - Tasman
7186,TAS,6,regional,South East,603,Forestier - Tasman
7187,TAS,6,regional,South East,603,Forestier - Tasman
7190,TAS,6,regional,South East,603,Triabunna - Bicheno
7209,TAS,6,regional,Launceston and North East,602,Northern Midlands
7210,TAS,6,regional,Launceston and North East,602,Northern Midlands
7211,TAS,6,regional,Launceston and North East,602,Northern Midlands
7212,TAS,6,regional,Launceston and North East,602,Perth - Evandale
7213,TAS,6,regional,Launceston and North East,602,Northern Midlands
7214,TAS,6,regional,Launceston and North East,602,St Helens - Scamander
7215,TAS,6,regional,Launceston and North East,602,St Helens - Scamander
7216,TAS,6,regional,Launceston and North East,602,St Helens - Scamander
7248,TAS,6,regional,Launceston and North East,602,Newnham - Mayfield
7249,TAS,6,regional,Launceston and North East,602,Kings Meadows - Punchbowl
7250,TAS,6,regional,Launceston and North East,602,Riverside
7252,TAS,6,regional,Launceston and North East,602,George Town
7253,TAS,6,regional,Launceston and North East,602,George Town
7254,TAS,6,regional,Launceston and North East,602,Dilston - Lilydale
7255,TAS,6,regional,Launceston and North East,602,Flinders and Cape Barren Islands
7256,TAS,6,regional,West and North West,604,King Island
7257,TAS,6,regional,Launceston and North East,602,Flinders and Cape Barren Islands
7258,TAS,6,regional,Launceston and North East,602,Youngtown - Relbia
7259,TAS,6,regional,Launceston and North East,602,Dilston - Lilydale
7260,TAS,6,regional,Launceston and North East,602,Scottsdale - Bridport
7261,TAS,6,regional,Launceston and North East,602,Scottsdale - Bridport
7262,TAS,6,regional,Launceston and North East,602,Scottsdale - Bridport
7263,TAS,6,regional,Launceston and North East,602,Scottsdale - Bridport
7264,TAS,6,regional,Launceston and North East,602,Scottsdale - Bridport
7265,TAS,6,regional,Launceston and North East,602,Scottsdale - Bridport
7267,TAS,6,regional,Launceston and North East,602,Dilston - Lilydale
7268,TAS,6,regional,Launceston and North East,602,Dilston - Lilydale
7270,TAS,6,regional,Launceston and North East,602,Beauty Point - Beaconsfield
7275,TAS,6,regional,Launceston and North East,602,Grindelwald - Lanena
7276,TAS,6,regional,Launceston and North East,602,Grindelwald - Lanena
7277,TAS,6,regional,Launceston and North East,602,Legana
7290,TAS,6,regional,Launceston and North East,602,Hadspen - Carrick
7291,TAS,6,regional,Launceston and North East,602,Hadspen - Carrick
7292,TAS,6,regional,Launceston and North East,602,Westbury
7300,TAS,6,regional,Launceston and North East,602,Perth - Evandale
7301,TAS,6,regional,Launceston and North East,602,Longford
7302,TAS,6,regional,Launceston and North East,602,Northern Midlands
7303,TAS,6,regional,Launceston and North East,602,Westbury
7304,TAS,6,regional,Launceston and North East,602,Deloraine
7305,TAS,6,regional,West and North West,604,Sheffield - Railton
7306,TAS,6,regional,West and North West,604,Sheffield - Railton
7307,TAS,6,regional,West and North West,604,Port Sorell
7310,TAS,6,regional,West and North West,604,Devonport
7315,TAS,6,regional,West and North West,604,Ulverstone
7316,TAS,6,regional,West and North West,604,Penguin - Sulphur Creek
7320,TAS,6,regional,West and North West,604,Parklands - Camdale
7321,TAS,6,regional,West and North West,604,Burnie - Ulverstone Surrounds
7322,TAS,6,regional,West and North West,604,Somerset
7325,TAS,6,regional,West and North West,604,Wynyard
7330,TAS,6,regional,West and North West,604,Smithton
7331,TAS,6,regional,West and North West,604,North West
7466,TAS,6,regional,West and North West,604,West Coast (Tas.)
7467,TAS,6,regional,West and North West,604,West Coast (Tas.)
7468,TAS,6,regional,West and North West,604,West Coast (Tas.)
7469,TAS,6,regional,West and North West,604,West Coast (Tas.)
7470,TAS,6,regional,West and North West,604,West Coast (Tas.)
